#{"t_start": 1522494660.6319315, "env_id": "HalfCheetah-v2"}
r,l,t
2957.85661,1000,4146.028483
2719.946246,1000,4150.161289
3140.227049,1000,4155.352037
2909.120055,1000,4159.530575
3079.340572,1000,4164.78215
2993.282434,1000,4168.973869
3059.363859,1000,4174.222394
3332.351155,1000,4178.360273
3101.936103,1000,4183.568193
3203.625929,1000,4187.688984
2982.130793,1000,4192.890063
3149.076059,1000,4197.091753
2208.091138,1000,4202.350074
3085.384199,1000,4206.540117
2885.711542,1000,4211.786483
2930.339014,1000,4215.877764
2303.25816,1000,4221.102218
3008.153111,1000,4225.307779
3051.400924,1000,4230.557819
3155.902626,1000,4234.731017
3694.82733,1000,4239.984096
3221.577722,1000,4244.184922
3231.283207,1000,4249.425868
3216.818955,1000,4253.49009
3353.61637,1000,4258.735469
3189.673864,1000,4262.922368
3084.004579,1000,4268.208525
3112.916235,1000,4272.398515
3471.417019,1000,4277.659532
3040.031335,1000,4281.81944
3231.752567,1000,4287.098459
3191.936478,1000,4291.163191
3471.867926,1000,4296.4105
3041.934715,1000,4300.603764
3468.031966,1000,4305.859255
3075.955082,1000,4310.032094
2981.815254,1000,4315.332378
3365.705986,1000,4319.48235
2535.90905,1000,4324.7241
3152.873636,1000,4328.809165
3118.898295,1000,4334.056987
3185.27807,1000,4338.225144
3207.662509,1000,4343.50073
3023.229532,1000,4347.68454
3185.941432,1000,4352.935301
3176.533395,1000,4357.076304
2717.492573,1000,4362.374586
3144.28136,1000,4366.502851
2862.978676,1000,4371.780457
3016.397135,1000,4375.946373
3336.156839,1000,4381.22518
3178.950642,1000,4385.421136
2123.489632,1000,4390.798414
3188.047987,1000,4395.03753
3195.192166,1000,4400.375985
2929.46551,1000,4404.54405
2990.916943,1000,4409.897156
3331.397017,1000,4414.196601
3537.395849,1000,4419.672779
3105.55945,1000,4423.971895
3174.837854,1000,4429.497238
3000.401767,1000,4433.74327
