total/epochs,rollout/Q_mean,obs_rms_std,total/steps,reference_action_std,reference_actor_Q_std,train/param_noise_distance,obs_rms_mean,rollout/return,rollout/episodes,total/duration,reference_Q_std,train/loss_critic,total/episodes,reference_perturbed_action_std,reference_actor_Q_mean,rollout/return_history,total/steps_per_second,train/loss_actor,rollout/episode_steps,rollout/actions_mean,reference_Q_mean,reference_action_mean,param_noise_stddev,rollout/actions_std,reference_perturbed_action_mean
123,121.8809585571289,2.6391265392303467,246000,0.8481103777885437,105.36286163330078,0.23964108526706696,0.139348104596138,928.9927436482428,246.0,1035.003113746643,104.2677993774414,27.337018966674805,246.0,0.9078488945960999,85.97190856933594,1469.2927904067274,237.6804443703519,-154.5143280029297,1000.0,0.0843137875199318,84.03627014160156,-0.03098679520189762,0.0247480794341294,0.8023881912231445,-0.09292301535606384
124,122.44609832763672,2.644981622695923,248000,0.8243381977081299,105.23888397216797,0.24856051802635193,0.13979680836200714,936.1383337012269,248.0,1043.5516271591187,103.94560241699219,70.0136947631836,248.0,0.8171105980873108,87.47115325927734,1481.3747348387267,237.6499576500449,-154.4019775390625,1000.0,0.08429040759801865,85.3036880493164,0.048119883984327316,0.026270585008002553,0.8022647500038147,0.06788728386163712
125,122.84752655029297,2.6493334770202637,250000,0.7917282581329346,106.49600982666016,0.22557727992534637,0.13986408710479736,938.1388266766453,250.0,1052.0765986442566,105.17759704589844,27.757959365844727,250.0,0.8552135229110718,86.8245849609375,1494.5008339401431,237.62528348426238,-153.5528106689453,1000.0,0.08471018075942993,85.00618743896484,0.06683043390512466,0.026270585008002553,0.8021678924560547,-0.01659470610320568
126,123.36779022216797,2.6547834873199463,252000,0.8428797125816345,106.33334350585938,0.17157207429409027,0.14034974575042725,943.1356741832559,252.0,1060.5574867725372,105.30188751220703,23.7244815826416,252.0,0.862101674079895,86.53306579589844,1502.302920292485,237.6108821473509,-153.84730529785156,1000.0,0.08501890301704407,84.67989349365234,0.028843829408288002,0.026270585008002553,0.8019784092903137,-0.053654979914426804
127,123.90660095214844,2.6572110652923584,254000,0.85451340675354,109.05950164794922,0.22375063598155975,0.1407492309808731,949.6401632771291,254.0,1069.1491882801056,107.92435455322266,29.982688903808594,254.0,0.8862168788909912,85.16732788085938,1506.5892433200777,237.57208328296906,-155.22894287109375,1000.0,0.08488458395004272,83.71394348144531,-0.04544826224446297,0.027337276104373337,0.8015622496604919,0.09697163105010986
128,124.20159149169922,2.6575467586517334,256000,0.9033114910125732,107.47303771972656,0.21520258486270905,0.14122425019741058,953.6219523592088,256.0,1077.635423898697,106.95187377929688,41.7209358215332,256.0,0.8915379047393799,86.17981719970703,1504.5936942687442,237.55714996249537,-155.44039916992188,1000.0,0.08543241024017334,84.80223846435547,-0.03430793806910515,0.025752950698953586,0.8013573884963989,-0.024259274825453758
129,124.71375274658203,2.662388801574707,258000,0.884817898273468,105.29706573486328,0.19037185609340668,0.14172141253948212,959.2253783308672,258.0,1086.2896962165833,104.8967514038086,61.96458435058594,258.0,0.8654304146766663,85.13084411621094,1506.8111982236067,237.50570487650123,-156.1353759765625,1000.0,0.08577733486890793,83.90830993652344,-0.06693213433027267,0.0247480794341294,0.8009113669395447,-0.00948962103575468
130,125.18425750732422,2.6642444133758545,260000,0.8922910690307617,104.84314727783203,0.16629119217395782,0.14172230660915375,963.5529389385343,260.0,1094.8531651496887,103.85086059570312,77.47306060791016,260.0,0.8704895973205566,84.04029846191406,1521.4909819952604,237.47476673226103,-152.65243530273438,1000.0,0.08516211062669754,82.98794555664062,0.04061711207032204,0.0252455158307554,0.8006437420845032,-0.046361345797777176
131,125.67770385742188,2.6698238849639893,262000,0.8309329152107239,104.48943328857422,0.21250614523887634,0.14220768213272095,970.7996276535245,262.0,1103.3787107467651,103.28619384765625,33.95927047729492,262.0,0.8712471127510071,82.8335189819336,1534.7512286959184,237.45246980764998,-151.78794860839844,1000.0,0.08493882417678833,81.20622253417969,0.014924119226634502,0.025752950698953586,0.8003594875335693,0.05993182584643364
132,126.13534545898438,2.6723387241363525,264000,0.8253479599952698,104.78539276123047,0.20267131924629211,0.14239156246185303,974.7910310548126,264.0,1112.0065970420837,103.86957550048828,28.246259689331055,264.0,0.9081400036811829,83.06546783447266,1535.7808829681608,237.40866349375528,-154.3953094482422,1000.0,0.08457136899232864,81.517822265625,0.02709049917757511,0.02378241789989777,0.8001548647880554,-0.1315334588289261
133,126.58285522460938,2.676452398300171,266000,0.7819247245788574,104.87611389160156,0.15624897181987762,0.1427222192287445,980.6964933667987,266.0,1120.5666675567627,103.60548400878906,18.972274780273438,266.0,0.81876140832901,84.4539794921875,1536.9633303095852,237.37989688732702,-153.26393127441406,1000.0,0.08435375243425369,82.6947021484375,0.05729752779006958,0.025752950698953586,0.7998111844062805,0.010576118715107441
134,127.04154968261719,2.6802165508270264,268000,0.7830160856246948,106.5014419555664,0.1731490045785904,0.14312782883644104,986.143683074818,268.0,1129.2468960285187,105.01058959960938,6.1149001121521,268.0,0.747078001499176,83.26361083984375,1538.3726694148872,237.32631096223244,-152.78578186035156,1000.0,0.08461928367614746,81.78367614746094,0.08766547590494156,0.0247480794341294,0.7992965579032898,0.1851872205734253
135,127.49493408203125,2.685182571411133,270000,0.7989646792411804,106.76220703125,0.21731309592723846,0.14350545406341553,991.2226720056947,270.0,1137.8940980434418,105.70195770263672,49.031986236572266,270.0,0.8832704424858093,83.1114501953125,1554.240299442857,237.28042922821462,-151.9550323486328,1000.0,0.08480245620012283,81.26385498046875,0.021663621068000793,0.024260444499685715,0.7988663911819458,-0.11473092436790466
136,127.95527648925781,2.6885108947753906,272000,0.8019317984580994,107.92813873291016,0.16257157921791077,0.14387480914592743,997.599102047584,272.0,1146.4724633693695,106.74876403808594,32.288604736328125,272.0,0.8649829030036926,83.39620971679688,1560.2912817929312,237.24948369071058,-152.07907104492188,1000.0,0.08491309732198715,81.42356872558594,0.20345693826675415,0.0252455158307554,0.7985260486602783,0.14343710243701935
137,128.41563415527344,2.6915547847747803,274000,0.8732789754867554,108.24408721923828,0.20086854696273804,0.14436028897762299,1002.9694050114668,274.0,1155.071234703064,106.900390625,49.868370056152344,274.0,0.8618488907814026,82.96621704101562,1584.4417629322097,237.21480699018326,-155.19361877441406,1000.0,0.08569678664207458,80.85357666015625,-0.07668262720108032,0.02378241789989777,0.7983384728431702,-0.048421699553728104
138,128.8590087890625,2.6951284408569336,276000,0.9157859086990356,108.65324401855469,0.14795257151126862,0.14480429887771606,1008.1947754079541,276.0,1163.5423758029938,107.56293487548828,18.493234634399414,276.0,0.9594612121582031,83.22920989990234,1587.4863007852443,237.2066593702911,-156.56387329101562,1000.0,0.08610378950834274,81.32190704345703,-0.020726565271615982,0.02378241789989777,0.7979575395584106,-0.043556664139032364
139,129.30154418945312,2.698131799697876,278000,0.8195466995239258,108.44905090332031,0.2259439080953598,0.14522340893745422,1012.7113561978689,278.0,1172.1519539356232,107.3902816772461,40.30534744262695,278.0,0.8623821139335632,84.02235412597656,1608.775886285701,237.17061518055388,-155.2578582763672,1000.0,0.0870429202914238,82.55128479003906,0.14812710881233215,0.02378241789989777,0.7979339361190796,0.10940036177635193
140,129.73953247070312,2.7024428844451904,280000,0.9362750053405762,109.8355941772461,0.16405102610588074,0.145527184009552,1016.4977077102421,280.0,1180.6580171585083,108.26785278320312,27.458101272583008,280.0,0.9387432932853699,86.43641662597656,1608.1523260756096,237.15588759044425,-158.1769256591797,1000.0,0.08739928156137466,84.6229248046875,0.020883945748209953,0.02378241789989777,0.7977151274681091,0.045838773250579834
141,130.17694091796875,2.70619535446167,282000,0.959891676902771,109.50532531738281,0.159176304936409,0.1459052562713623,1021.1907252457818,282.0,1189.3196232318878,108.69290161132812,20.14556312561035,282.0,0.9783696532249451,85.661865234375,1612.4996295568371,237.11035662027163,-156.50531005859375,1000.0,0.08817724883556366,84.62130737304688,-0.021622657775878906,0.0252455158307554,0.797476053237915,-0.0314781479537487
142,130.59152221679688,2.708617687225342,284000,0.957352340221405,110.1983413696289,0.21721139550209045,0.14610391855239868,1023.9516304214733,284.0,1197.9316375255585,109.00413513183594,17.85355567932129,284.0,0.9220770597457886,83.4608383178711,1616.0589866558394,237.07529804173882,-158.06834411621094,1000.0,0.08826357871294022,82.19652557373047,0.0010360913584008813,0.0247480794341294,0.7971221208572388,0.04204360768198967
143,131.0175323486328,2.7118430137634277,286000,0.9239864945411682,111.23108673095703,0.1967228353023529,0.14636150002479553,1028.1001395940684,286.0,1206.4572291374207,110.81092071533203,31.304176330566406,286.0,0.9224660396575928,81.70155334472656,1613.1686492016677,237.05771998604632,-157.72421264648438,1000.0,0.08832359313964844,80.85332489013672,-0.03653881326317787,0.025752950698953586,0.7971521019935608,-0.04012478515505791
144,131.44207763671875,2.7149806022644043,288000,0.8655363321304321,110.59364318847656,0.2715165913105011,0.14677119255065918,1033.2633764542973,288.0,1215.1215007305145,109.55311584472656,30.739280700683594,288.0,0.877220630645752,83.21747589111328,1628.6222298702546,237.01333556097748,-157.97149658203125,1000.0,0.08861788362264633,81.08810424804688,0.06915371119976044,0.0247480794341294,0.7970404624938965,0.05998940393328667
145,131.8592987060547,2.718505382537842,290000,0.8593694567680359,109.56873321533203,0.20328544080257416,0.14717422425746918,1038.2477070272478,290.0,1223.700315952301,108.73316955566406,61.914039611816406,290.0,0.8754263520240784,81.91221618652344,1630.299235691113,236.98612823705767,-156.0089874267578,1000.0,0.08915375173091888,80.37425994873047,0.07709524780511856,0.02378241789989777,0.7968705296516418,0.23869653046131134
146,132.28128051757812,2.723649501800537,292000,0.8243721723556519,109.10177612304688,0.21862292289733887,0.14762111008167267,1043.7767161070249,292.0,1232.3949892520905,108.6392593383789,29.641450881958008,292.0,0.7632628083229065,82.19650268554688,1631.7232671292868,236.93702307018262,-158.44879150390625,1000.0,0.08905627578496933,80.70587158203125,0.15055175125598907,0.0247480794341294,0.7967355251312256,0.32952880859375
147,132.6774139404297,2.728135347366333,294000,0.7903212308883667,105.69415283203125,0.2779295742511749,0.1479179710149765,1046.798635231188,294.0,1240.990027666092,105.41600799560547,26.376646041870117,294.0,0.8267831802368164,78.09848022460938,1626.3023953969248,236.90762491695492,-159.3587646484375,1000.0,0.08900933712720871,76.60684204101562,0.021063506603240967,0.02378241789989777,0.7965710163116455,-0.026858627796173096
148,133.0878448486328,2.7324044704437256,296000,0.8025449514389038,105.84622955322266,0.212095707654953,0.14819015562534332,1052.039265297432,296.0,1249.5828382968903,104.73017883300781,6.423150539398193,296.0,0.7488512396812439,80.19223022460938,1631.8916395862577,236.87905349550977,-157.67910766601562,1000.0,0.08876410871744156,78.2020263671875,0.03887038305401802,0.022404113465423047,0.7961944341659546,0.06630177050828934
149,133.4713134765625,2.7365007400512695,298000,0.8061132431030273,104.12212371826172,0.1871080845594406,0.14843538403511047,1055.2735335168104,298.0,1258.2968635559082,102.9034194946289,42.61207580566406,298.0,0.8271097540855408,83.62631225585938,1627.4664690296975,236.8280559468782,-159.72190856933594,1000.0,0.08888524025678635,81.52224731445312,-0.09194014221429825,0.02378241789989777,0.7958955764770508,0.10384213924407959
150,133.8653106689453,2.7395451068878174,300000,0.8882191181182861,102.58734130859375,0.207267165184021,0.14874286949634552,1059.9230657902826,300.0,1266.7886118888855,101.81533813476562,39.22876739501953,300.0,0.8775202631950378,86.00166320800781,1626.1770551696466,236.81930606612846,-157.08473205566406,1000.0,0.08889999240636826,83.60282897949219,-0.2992408573627472,0.0252455158307554,0.7957022190093994,-0.2823272943496704
151,134.25485229492188,2.7427055835723877,302000,0.9295688271522522,98.35740661621094,0.17526207864284515,0.14908210933208466,1063.8741203108837,302.0,1275.4705810546875,97.6222152709961,70.34955596923828,302.0,0.9317025542259216,91.54241180419922,1626.0491410936656,236.77535529692577,-159.83795166015625,1000.0,0.08915053308010101,88.84614562988281,-0.3084714114665985,0.024260444499685715,0.7956816554069519,-0.30041512846946716
152,134.64822387695312,2.7459099292755127,304000,0.9037021398544312,95.65218353271484,0.19736641645431519,0.14952440559864044,1069.1931708197314,304.0,1284.1799638271332,94.41809844970703,33.2867317199707,304.0,0.883562445640564,95.20533752441406,1634.9493745041132,236.72694525930342,-159.88563537597656,1000.0,0.08962523937225342,92.70816040039062,-0.2708740234375,0.0252455158307554,0.7954828143119812,-0.32235655188560486
153,135.0429229736328,2.748279333114624,306000,0.8167291879653931,92.70127868652344,0.20938892662525177,0.14984604716300964,1074.5742385948618,306.0,1292.7739505767822,91.74247741699219,40.08396911621094,306.0,0.8008917570114136,99.93124389648438,1639.0299286533957,236.70031397482558,-160.22776794433594,1000.0,0.08984052389860153,97.43262481689453,-0.226512610912323,0.02378241789989777,0.795401930809021,-0.12030688673257828
154,135.42568969726562,2.7526957988739014,308000,0.8423479795455933,90.23182678222656,0.178073912858963,0.15020577609539032,1079.0204912728395,308.0,1301.44659781456,89.55987548828125,50.1640625,308.0,0.8253256678581238,102.91436767578125,1645.6246904820887,236.6597296556045,-161.3807373046875,1000.0,0.0897822231054306,101.0937271118164,-0.15263420343399048,0.024260444499685715,0.7951992750167847,-0.17391185462474823
155,135.8142852783203,2.7544102668762207,310000,0.8678892850875854,87.46575927734375,0.2579968571662903,0.15045857429504395,1084.882517458093,310.0,1309.9931559562683,86.53083038330078,61.906639099121094,310.0,0.8973984718322754,104.85411071777344,1654.7364239874905,236.6424577033048,-163.49368286132812,1000.0,0.0896044597029686,103.25849151611328,0.0833028256893158,0.022404113465423047,0.7950401306152344,0.0006094326381571591
156,136.1930694580078,2.7574594020843506,312000,0.7909687757492065,85.28905487060547,0.1976933628320694,0.15083271265029907,1090.7649338872657,312.0,1318.628657579422,84.9457015991211,37.37639236450195,312.0,0.8674542307853699,106.7449722290039,1661.564896062239,236.6094489200103,-164.57089233398438,1000.0,0.08955902606248856,104.00137329101562,-0.32255634665489197,0.023313810312614223,0.7949597239494324,-0.3302321434020996
157,136.33128356933594,2.7578134536743164,314000,0.879243016242981,81.8038330078125,0.21092553436756134,0.15106269717216492,1093.0093784901962,314.0,1327.2005712985992,81.1072769165039,5.872096538543701,314.0,0.8324878215789795,110.3114013671875,1656.379416197057,236.58820436821145,-165.19659423828125,1000.0,0.0891847237944603,108.05363464355469,-0.17099523544311523,0.023313810312614223,0.7951724529266357,-0.09528351575136185
158,136.2628936767578,2.759296417236328,316000,0.8841731548309326,78.73607635498047,0.16834162175655365,0.15168826282024384,1092.2606243715195,316.0,1335.826684474945,78.07462310791016,17.49025535583496,316.0,0.8725629448890686,114.32289123535156,1645.1533856046863,236.5576340647857,-166.5172119140625,1000.0,0.08810462802648544,112.40950012207031,-0.2414824217557907,0.024260444499685715,0.7957552075386047,-0.14535990357398987
159,136.3436737060547,2.7609946727752686,318000,0.7950531840324402,75.10010528564453,0.2123805433511734,0.15187034010887146,1092.466448591249,318.0,1344.457004070282,74.64482116699219,48.23275375366211,318.0,0.8348940014839172,115.6295394897461,1632.6734394224366,236.5267160178939,-167.94845581054688,1000.0,0.08785580098628998,113.6507568359375,-0.12778286635875702,0.023313810312614223,0.7959895133972168,-0.07113564014434814
160,136.7091064453125,2.7630348205566406,320000,0.8307523727416992,72.35586547851562,0.26906341314315796,0.15212318301200867,1096.7934061350027,320.0,1352.9833633899689,71.48443603515625,41.567222595214844,320.0,0.8175019025802612,120.92298889160156,1634.3921121868989,236.5143642256056,-168.26202392578125,1000.0,0.08832109719514847,118.69515991210938,-0.2490704506635666,0.02378241789989777,0.7958047986030579,-0.27660706639289856
161,136.61614990234375,2.7646121978759766,322000,0.6699737906455994,70.96635437011719,0.2284879982471466,0.15224958956241608,1094.2025996536418,322.0,1361.788081407547,70.33451080322266,50.20315933227539,322.0,0.7043613195419312,121.93274688720703,1613.6741459506945,236.45382449461601,-167.65455627441406,1000.0,0.08802249282598495,120.54145812988281,-0.4377151429653168,0.02285443614607805,0.7961090803146362,-0.41139963269233704
162,136.9730682373047,2.765657663345337,324000,0.6508073806762695,70.25975799560547,0.2281038463115692,0.15245772898197174,1097.9458146705754,324.0,1370.413111448288,69.67389678955078,18.154014587402344,324.0,0.7086811661720276,121.97457122802734,1628.213822954255,236.4250584683829,-166.5589599609375,1000.0,0.08863778412342072,120.34554290771484,-0.520470917224884,0.02285443614607805,0.7961227297782898,-0.4710414707660675
163,137.3333740234375,2.7677791118621826,326000,0.7342586517333984,71.134033203125,0.16121679544448853,0.15268608927726746,1102.932963961085,326.0,1379.1440703868866,70.240478515625,38.12472915649414,326.0,0.7815133333206177,120.83812713623047,1635.336068548634,236.3784951840081,-170.0972442626953,1000.0,0.08887159079313278,119.51229095458984,-0.3955744504928589,0.021529912675834345,0.7960492372512817,-0.30501794815063477
164,137.6829071044922,2.769235610961914,328000,0.7365354895591736,72.4850845336914,0.18208283185958862,0.15286387503147125,1106.923703430275,328.0,1387.780177116394,71.49280548095703,41.629425048828125,328.0,0.7594795227050781,122.70169830322266,1642.769147605256,236.34867063855634,-170.71124267578125,1000.0,0.08907147496938705,121.17658996582031,-0.41940292716026306,0.021962663920618613,0.7959227561950684,-0.4149675667285919
165,138.04043579101562,2.771901845932007,330000,0.8640750050544739,72.83726501464844,0.2903973162174225,0.15320232510566711,1112.0815079896527,330.0,1396.3890218734741,71.63909912109375,61.94499969482422,330.0,0.8122591376304626,120.0398178100586,1650.3210091692195,236.3238286972877,-167.5272216796875,1000.0,0.08900413662195206,118.75560760498047,-0.03470245376229286,0.02285443614607805,0.795994758605957,-0.18802668154239655
166,138.3942413330078,2.774254322052002,332000,0.8750114440917969,71.09757995605469,0.2271794229745865,0.1535923331975937,1117.4675651502419,332.0,1405.108435869217,70.55113220214844,25.66556167602539,332.0,0.8838194012641907,122.26742553710938,1657.8887548638668,236.28069658169892,-168.74911499023438,1000.0,0.0892631933093071,120.58197784423828,-0.08773329108953476,0.02378241789989777,0.796027660369873,-0.18613190948963165
167,138.7338409423828,2.7749581336975098,334000,0.8092983961105347,69.94263458251953,0.2004847526550293,0.15373913943767548,1121.094205057391,334.0,1413.639004945755,69.4667739868164,72.97014617919922,334.0,0.8207092881202698,122.98359680175781,1659.5009832538083,236.2696550048974,-169.43287658691406,1000.0,0.08908882737159729,121.72421264648438,0.08388453722000122,0.0247480794341294,0.7959087491035461,-0.09719368070363998
168,139.0658416748047,2.7784359455108643,336000,0.8627480268478394,67.31898498535156,0.24520635604858398,0.15411558747291565,1125.3400581611586,336.0,1422.3911774158478,66.63311004638672,41.490535736083984,336.0,0.8731345534324646,122.86434936523438,1669.196029701382,236.2219376321171,-169.56956481933594,1000.0,0.08931843191385269,121.07862091064453,-0.13354188203811646,0.02285443614607805,0.7958491444587708,-0.07153148204088211
169,139.3885498046875,2.7788896560668945,338000,0.8157039880752563,66.76347351074219,0.20288783311843872,0.15431450307369232,1128.6745290684278,338.0,1431.063711643219,66.25365447998047,5.076873302459717,338.0,0.7203071713447571,124.10203552246094,1667.054654149909,236.18794694464825,-167.6312713623047,1000.0,0.08968829363584518,122.03681945800781,-0.2190815955400467,0.02285443614607805,0.7956924438476562,-0.29824450612068176
170,139.7110137939453,2.7791101932525635,340000,0.8528674244880676,64.08496856689453,0.20015928149223328,0.15445664525032043,1132.6712373081339,340.0,1439.6281769275665,63.549217224121094,17.0887393951416,340.0,0.8064892888069153,127.72335815429688,1667.9135678532114,236.17209321758557,-170.32504272460938,1000.0,0.08978356420993805,125.46031951904297,-0.2289249300956726,0.02285443614607805,0.7954849600791931,-0.2439774125814438
171,140.0269775390625,2.780428886413574,342000,0.7973519563674927,63.547977447509766,0.20965734124183655,0.15471719205379486,1135.0793484934804,342.0,1448.2657432556152,62.90390396118164,41.12111282348633,342.0,0.8424466252326965,128.2342987060547,1662.67196990018,236.1445070372267,-170.56187438964844,1000.0,0.09013525396585464,126.70093536376953,0.02949729561805725,0.02285443614607805,0.7954290509223938,0.08637740463018417
172,140.343017578125,2.782543897628784,344000,0.7287048101425171,64.26802062988281,0.16523918509483337,0.15502502024173737,1138.1648035320798,344.0,1456.8370885849,63.5792121887207,41.32791519165039,344.0,0.7397271394729614,126.676513671875,1663.4975715838475,236.12798074364287,-170.89801025390625,1000.0,0.09062628448009491,125.31724548339844,-0.08641333132982254,0.021529912675834345,0.7954052686691284,-0.04584460332989693
173,140.65528869628906,2.783933401107788,346000,0.7309917211532593,63.36266326904297,0.3202369511127472,0.15528452396392822,1141.4694477262872,346.0,1465.529593706131,63.02189254760742,76.17111206054688,346.0,0.7395229935646057,126.67173767089844,1664.1621397582771,236.09212770996433,-170.03936767578125,1000.0,0.09103761613368988,125.58352661132812,-0.07541096210479736,0.022404113465423047,0.7953937649726868,-0.044574618339538574
174,140.971435546875,2.7841973304748535,348000,0.8306105732917786,65.10589599609375,0.1550103724002838,0.15555234253406525,1145.0724016498611,348.0,1474.1542029380798,63.87893295288086,16.963037490844727,348.0,0.8078493475914001,125.63189697265625,1663.2288901624738,236.06756966565277,-170.43507385253906,1000.0,0.09139024466276169,123.54730987548828,-0.02792954631149769,0.02285443614607805,0.795354425907135,0.0011125704040750861
175,141.28399658203125,2.7856760025024414,350000,0.7761252522468567,66.31338500976562,0.20630291104316711,0.15589454770088196,1148.2489485882925,350.0,1482.7302000522614,65.41504669189453,26.230375289916992,350.0,0.8560678362846375,125.57614135742188,1673.5242533674102,236.05103611409794,-171.43345642089844,1000.0,0.09180320054292679,124.20982360839844,-0.3325483500957489,0.022404113465423047,0.7953839898109436,-0.23514807224273682
176,141.59617614746094,2.787104368209839,352000,0.7554450035095215,66.53466796875,0.2012975513935089,0.1562117338180542,1152.4663413614835,352.0,1491.3805742263794,65.87799072265625,59.831878662109375,352.0,0.7880421280860901,124.20469665527344,1679.9796226506164,236.02292136773485,-172.33425903320312,1000.0,0.09203159064054489,122.65078735351562,-0.3691173791885376,0.021529912675834345,0.7952689528465271,-0.3386164605617523
177,141.89947509765625,2.788283109664917,354000,0.7673213481903076,67.7841796875,0.2205323725938797,0.1563296616077423,1155.7840657080376,354.0,1499.9572665691376,66.66239166259766,16.241044998168945,354.0,0.7179985642433167,124.42657470703125,1679.3895778825452,236.00672358467025,-171.74749755859375,1000.0,0.0919666513800621,122.5648193359375,-0.32178351283073425,0.02068982289990824,0.7950078248977661,-0.41986823081970215
178,142.19613647460938,2.789557933807373,356000,0.879307210445404,68.44709777832031,0.2222982943058014,0.15651357173919678,1158.8654670427668,356.0,1508.6386845111847,67.38187408447266,27.576875686645508,356.0,0.8843566179275513,124.3779525756836,1684.2888646326755,235.97432815091034,-172.5214385986328,1000.0,0.09204817563295364,122.81768798828125,-0.024475961923599243,0.021105688340196396,0.7947956919670105,0.0012642244109883904
179,142.5078125,2.792470932006836,358000,0.8426465392112732,70.65290832519531,0.17651687562465668,0.1569170504808426,1164.659616746447,358.0,1517.3333728313446,69.86698150634766,40.40988540649414,358.0,0.8406035304069519,123.28263092041016,1694.679951858643,235.94023990388604,-171.63755798339844,1000.0,0.09224477410316467,121.9254379272461,-0.0230008065700531,0.021105688340196396,0.7947245836257935,-0.05671003833413124
180,142.80357360839844,2.794890880584717,360000,0.8097962737083435,70.02495574951172,0.2111828774213791,0.15713489055633545,1168.3080425103967,360.0,1525.9472348690033,69.30398559570312,46.427337646484375,360.0,0.8319076895713806,122.189697265625,1700.6713117972395,235.91903558244897,-171.4921112060547,1000.0,0.09211689233779907,120.73605346679688,0.000106570623756852,0.021105688340196396,0.7946909070014954,0.019543861970305443
181,143.09510803222656,2.7965595722198486,362000,0.8314673900604248,67.61359405517578,0.20068341493606567,0.1573205441236496,1171.9179734167485,362.0,1534.648285627365,66.72038269042969,15.70968246459961,362.0,0.8068743944168091,124.09158325195312,1698.8480393163957,235.8846671190293,-170.88162231445312,1000.0,0.09216392040252686,122.5806884765625,-0.12044327706098557,0.01988251313764228,0.7946046590805054,-0.23226004838943481
182,143.37741088867188,2.7984654903411865,364000,0.778282880783081,69.39012145996094,0.16624179482460022,0.15739375352859497,1174.8810948383937,364.0,1543.2508239746094,67.80545043945312,28.991552352905273,364.0,0.7869619727134705,122.39590454101562,1703.1188632270478,235.8657415536159,-172.3935089111328,1000.0,0.0918794646859169,120.3790283203125,-0.27600571513175964,0.01949074908111193,0.7943241000175476,-0.2838514447212219
183,143.6662139892578,2.800666093826294,366000,0.7540877461433411,70.730224609375,0.21949459612369537,0.1577139049768448,1179.099217929575,366.0,1551.942699432373,69.37518310546875,29.305458068847656,366.0,0.7375572323799133,122.53256225585938,1706.85046526656,235.83344934955744,-171.28843688964844,1000.0,0.0917719304561615,120.34217834472656,-0.35732021927833557,0.01949074908111193,0.7941508889198303,-0.3700554668903351
184,143.94613647460938,2.8016834259033203,368000,0.7548179626464844,69.8742446899414,0.2017228752374649,0.15792860090732574,1182.306796800123,368.0,1560.6965565681458,69.02079772949219,28.479814529418945,368.0,0.7603862285614014,124.61643981933594,1708.0239415839405,235.79215219722423,-173.29583740234375,1000.0,0.09181902557611465,122.68058776855469,-0.3373669683933258,0.01988251313764228,0.793857216835022,-0.4070923626422882
185,144.2263946533203,2.803713321685791,370000,0.793857991695404,68.45008850097656,0.20005890727043152,0.15824294090270996,1186.3365391679254,370.0,1569.3456110954285,67.62529754638672,35.63999938964844,370.0,0.7551767230033875,127.31510162353516,1713.143980505948,235.76705945717976,-172.7290802001953,1000.0,0.0919298306107521,125.46104431152344,-0.22734816372394562,0.01949074908111193,0.7936885952949524,-0.15013541281223297
186,144.5093231201172,2.806697130203247,372000,0.8167080283164978,67.30965423583984,0.18479135632514954,0.15869243443012238,1190.9963549365748,372.0,1578.0305261611938,66.70622253417969,40.660579681396484,372.0,0.8134852051734924,127.36904907226562,1717.0368827946297,235.73688457405714,-172.24041748046875,1000.0,0.0925779715180397,126.20589447021484,-0.14725863933563232,0.01949074908111193,0.7935627698898315,-0.2937338650226593
187,144.78392028808594,2.808053970336914,374000,0.8491808772087097,67.86446380615234,0.27270370721817017,0.15884195268154144,1194.696637990006,374.0,1586.7335321903229,67.22308349609375,52.160884857177734,374.0,0.8227865099906921,127.21063232421875,1720.0292563512035,235.70435262922274,-173.6289520263672,1000.0,0.09243705123662949,125.9498062133789,-0.24734558165073395,0.021529912675834345,0.7934554815292358,-0.30924326181411743
188,144.99749755859375,2.807450294494629,376000,0.8185077905654907,69.13162231445312,0.21110892295837402,0.1585712730884552,1194.5040594397008,376.0,1595.549114704132,68.27790069580078,35.40087890625,376.0,0.8075844049453735,126.42724609375,1708.7176833673213,235.65554738170684,-172.69776916503906,1000.0,0.09209273010492325,125.05558776855469,-0.1368970423936844,0.021529912675834345,0.7935001254081726,-0.32584142684936523
189,145.2704620361328,2.808884620666504,378000,0.8239823579788208,68.20667266845703,0.217677041888237,0.15875421464443207,1198.3494690867894,378.0,1604.313574552536,66.60123443603516,39.693626403808594,378.0,0.9016052484512329,124.31300354003906,1714.4234229179885,235.61478628355377,-172.7584228515625,1000.0,0.09205063432455063,122.50288391113281,-0.15189243853092194,0.021962663920618613,0.7934873104095459,-0.06965507566928864
190,145.52987670898438,2.8094260692596436,380000,0.7868173718452454,72.8101577758789,0.24494639039039612,0.1588517278432846,1200.3258876305376,380.0,1612.9891426563263,71.1086196899414,27.67477035522461,380.0,0.7832427620887756,123.15674591064453,1715.0447914073643,235.58745062239097,-172.97056579589844,1000.0,0.09181348234415054,120.70416259765625,-0.3025592267513275,0.01988251313764228,0.7934496402740479,-0.10825639963150024
191,145.80267333984375,2.8117902278900146,382000,0.8635616898536682,74.9554214477539,0.17481207847595215,0.1590946912765503,1204.8011876869425,382.0,1621.7715165615082,73.82428741455078,62.39250564575195,382.0,0.876043438911438,122.33450317382812,1722.582691771016,235.54489402423295,-173.78480529785156,1000.0,0.09182722866535187,120.59368133544922,-0.08961943536996841,0.01949074908111193,0.7934805154800415,-0.08292726427316666
